LL XC,HL XC,HL Atoms,Post-HF Method,Basis,OH-H Distance,Total DFT Energy (A-in-B),AB LL Energy,A HL Energy,A LL Energy,PB Correction,AB_LL Time,A_LL Time,A_HL Time
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.9620306864886794,-14855.11628876655,-14854.965869877933,-6191.148042212346,-6189.671579645096,0.15745251724804868,20.636984825134277,2.794497489929199,30.90496516227722
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.6620306864886796,-14855.076819171649,-14854.922132820846,-6190.884415280576,-6189.40171936448,0.1578558049030447,21.009546279907227,2.831699848175049,30.512242317199707
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.5620306864886795,-14855.011672691191,-14854.854187431205,-6190.7345759811615,-6189.247920179497,0.15812912301959475,21.041703701019287,2.734083890914917,30.65589141845703
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.8620306864886793,-14855.11900304576,-14854.967661511391,-6191.080860182108,-6189.602930177881,0.15746790431987567,20.679590463638306,2.710064649581909,31.110610246658325
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.7620306864886794,-14855.10874207638,-14854.955846169227,-6190.996937569689,-6189.516685756356,0.15756098668368568,20.67322039604187,2.7675626277923584,31.448566913604736
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.4620306864886796,-14854.89520066627,-14854.73369427011,-6190.518906970029,-6189.0257489983305,0.15836501403725314,21.27052879333496,2.760817527770996,30.986892461776733
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.3620306864886795,-14854.700429970215,-14854.533362510836,-6190.218513768895,-6188.717063954324,0.15862469052080458,21.264515161514282,2.795891046524048,31.30955481529236
PBE,PBE0,10,N/A,NAO-VCC-3Z,1.2620306864886794,-14854.38622624706,-14854.212132388968,-6189.790256808221,-6188.277616132044,0.15914079887747423,21.29743266105652,2.8429291248321533,31.320868492126465
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.362030686488679,-14854.94680392841,-14854.790890120097,-6191.572440962277,-6190.085092320633,0.1570751855145162,18.404200553894043,2.514758348464966,26.294071912765503
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.4620306864886787,-14854.941247524288,-14854.784650933732,-6191.592151031691,-6190.102717156322,0.15696966226022796,18.36698007583618,2.521110773086548,26.541744709014893
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.5620306864886793,-14854.936183249876,-14854.779094564778,-6191.620281174568,-6190.130116213211,0.15691860895533272,18.359620571136475,2.534579038619995,26.72127676010132
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.2620306864886794,-14854.95344398263,-14854.797898290322,-6191.549070670499,-6190.062926453768,0.15701610827905332,18.66319990158081,2.4484963417053223,26.695862531661987
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.9620306864886796,-14854.978450047805,-14854.824427610876,-6191.470416098451,-6189.987655253728,0.1570041394533998,18.606910467147827,2.504340410232544,26.746530532836914
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.162030686488679,-14854.960877993102,-14854.805760197394,-6191.523656450269,-6190.038873628337,0.1569669514602654,18.42573595046997,2.5275964736938477,27.24528455734253
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.0620306864886793,-14854.968994595385,-14854.814571479868,-6191.500409352464,-6190.017290853735,0.15699578213196475,18.515482425689697,2.5177690982818604,27.951664686203003
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.862030686488679,-14854.988831766997,-14854.835416581893,-6191.444966659017,-6189.963371323402,0.15695479373623414,18.912906646728516,2.5998387336730957,27.65153431892395
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.462030686488679,-14855.042678799417,-14854.891586239559,-6191.337809093244,-6189.860684439248,0.15702170911224209,19.018760919570923,2.6510233879089355,28.088013887405396
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.6620306864886794,-14855.013315919927,-14854.861071883679,-6191.393479441946,-6189.914423553324,0.15705558143137033,18.827446222305298,2.597036361694336,28.329675912857056
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.362030686488679,-14855.058725102303,-14854.908261792747,-6191.308983579094,-6189.832757114895,0.15711987117930454,19.22058606147766,2.5788402557373047,28.44540023803711
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.7620306864886794,-14855.000490414011,-14854.847616885912,-6191.423401925822,-6189.943441613419,0.15691708292450732,18.918431997299194,2.564406633377075,28.60409712791443
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.5620306864886793,-14855.027295346932,-14854.875765619885,-6191.36875982582,-6189.890908895552,0.15709051461691462,18.96145725250244,2.5792388916015625,28.77105951309204
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.262030686488679,-14855.075388919493,-14854.925255445054,-6191.277819271016,-6189.802218961646,0.15713343211151037,19.29176115989685,2.550691604614258,28.842707633972168
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.16203068648868,-14855.091699002962,-14854.941659998267,-6191.240190462661,-6189.764624393329,0.15716340825734856,19.58270502090454,2.6130404472351074,29.64775562286377
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.0620306864886793,-14855.106181115469,-14854.955988893786,-6191.1954932366025,-6189.71930171002,0.15728074706086503,19.544137239456177,2.6103010177612305,30.593404293060303
PBE,PBE0,10,N/A,NAO-VCC-3Z,4.362030686488679,-14854.91090939644,-14854.751793357556,-6191.80306053508,-6190.306111305462,0.15680417678460673,18.538614988327026,2.3970344066619873,24.956172466278076
PBE,PBE0,10,N/A,NAO-VCC-3Z,4.2620306864886786,-14854.912955511163,-14854.754003516407,-6191.778938017723,-6190.282315161864,0.15682926502709438,18.544286489486694,2.4762227535247803,24.812614917755127
PBE,PBE0,10,N/A,NAO-VCC-3Z,4.162030686488679,-14854.915114899066,-14854.756476765666,-6191.752947670171,-6190.256739011236,0.1569361409175983,18.51173233985901,2.4454874992370605,25.31524658203125
PBE,PBE0,10,N/A,NAO-VCC-3Z,4.062030686488679,-14854.917563052219,-14854.759251246578,-6191.7325645975125,-6190.2371617299905,0.15707731697514044,18.541736841201782,2.480074405670166,25.883259057998657
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.962030686488679,-14854.920534927194,-14854.76235549643,-6191.718066258529,-6190.224476878738,0.15696891499687465,18.512078285217285,2.4820950031280518,25.84382152557373
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.762030686488679,-14854.927532275988,-14854.769757093345,-6191.663358481361,-6190.170632390878,0.15691669624808988,18.67231559753418,2.461141586303711,25.922459363937378
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.86203068648868,-14854.923748468067,-14854.76583933439,-6191.688309808949,-6190.194821873572,0.1569772499927601,18.47395658493042,2.460627555847168,26.117677211761475
PBE,PBE0,10,N/A,NAO-VCC-3Z,3.662030686488679,-14854.931613607514,-14854.774152566994,-6191.644643070029,-6190.153713791923,0.1569398616387151,18.681248664855957,2.8576414585113525,26.107183933258057
PBE,PBE0,16,N/A,NAO-VCC-3Z,2.7620306864886794,-14855.402576888295,-14854.847616885909,-8330.395053432403,-8328.58629280026,0.16765318608293775,19.353222846984863,2.566995859146118,25.454049825668335
